DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,CODIGO_INFRACCION,INFRACCION,FECHA_INFRACCION,HORA_INFRACCION,MONTO_INFRACCION,LUGAR_INFRACCION,CONDUCTOR_PRESENTE,CONDUCTOR_TENIA_LICENCIA,CONDUCTOR_CATEGORIA_LICENCIA,PLACA_VEHICULO,TIPO_TRANSPORTE,TIPO_SERVICIO,TUC_ESTADO,EMPRESA,INTERNAMIENTO_VEHICULO,FECHA_INTERNAMIENTO,MULTA_INTERNAMIENTO,SE_PAGO_MULTAS,FECHA_PAGO_MULTAS,FECHA_DESINTERNAMIENTO,FECHA_CORTE
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11179,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1117,230,JR. DELFÍN CERNA,SI,NO,-,M2-9292,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,58.4,SI,20220715,20220721,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11179,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL SOAT O AFOCAT O ESTE NO SE ENCUENTRE VIGENTE,20220714,1117,230,JR. DELFÍN CERNA,SI,NO,-,M2-9292,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,58.4,SI,20220715,20220721,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11179,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL CITV O ESTE NO SE ENCUENTRE VIGENTE,20220714,1117,230,JR. DELFÍN CERNA,SI,NO,-,M2-9292,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,58.4,SI,20220715,20220721,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11179,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1117,230,JR. DELFÍN CERNA,SI,NO,-,M2-9292,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,58.4,SI,20220715,20220721,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11179,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL SOAT O AFOCAT O ESTE NO SE ENCUENTRE VIGENTE,20220714,1117,230,JR. DELFÍN CERNA,SI,NO,-,M2-9292,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,58.4,SI,20220715,20220721,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11179,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL CITV O ESTE NO SE ENCUENTRE VIGENTE,20220714,1117,230,JR. DELFÍN CERNA,SI,NO,-,M2-9292,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,58.4,SI,20220715,20220721,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11180,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1128,230,JR. BOLIVAR,SI,NO,-,7167-9M,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11180,PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA LICENCIA DE CONDUCTOR O ESTE SE ENCUENTRE VENCIDO O CANCELADO O CUYA CATEGORÍA NO CORRESPONDE AL VEHÍCULO QUE CONDUCE,20220714,1128,230,JR. BOLIVAR,SI,NO,-,7167-9M,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11180,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1128,230,JR. BOLIVAR,SI,NO,-,7167-9M,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11180,PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA LICENCIA DE CONDUCTOR O ESTE SE ENCUENTRE VENCIDO O CANCELADO O CUYA CATEGORÍA NO CORRESPONDE AL VEHÍCULO QUE CONDUCE,20220714,1128,230,JR. BOLIVAR,SI,NO,-,7167-9M,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11176,POR NO TENER O PORTAR SOAT,20220714,1130,460,JR. DELFÍN CERNA C - 4,SI,SI,A - III c Profesional,WL-1594,PUBLICO,Transporte de Mercancías en General,-,SIN EMPRESA,SI,20220714,27.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11176,POR NO TENER O PORTAR REVISON TÉCNICA,20220714,1130,460,JR. DELFÍN CERNA C - 4,SI,SI,A - III c Profesional,WL-1594,PUBLICO,Transporte de Mercancías en General,-,SIN EMPRESA,SI,20220714,27.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11176,POR NO TENER O PORTAR SOAT,20220714,1130,460,JR. DELFÍN CERNA C - 4,SI,SI,A - III c Profesional,WL-1594,PUBLICO,Transporte de Mercancías en General,-,SIN EMPRESA,SI,20220714,27.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11176,POR NO TENER O PORTAR REVISON TÉCNICA,20220714,1130,460,JR. DELFÍN CERNA C - 4,SI,SI,A - III c Profesional,WL-1594,PUBLICO,Transporte de Mercancías en General,-,SIN EMPRESA,SI,20220714,27.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11174,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1135,230,JR. DELFÍN CERNA C - 4,SI,SI,B - II c,5942-9M,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11178,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1520,230,JR. AMALIA PUGA C - 1,SI,SI,B - II c,4959-3F,PUBLICO,Transporte Especial en Mototaxi,TUC VENCIDO,Empresa de Transportes Múltiples ISA & COM SRL.,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11178,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1520,230,JR. AMALIA PUGA C - 1,SI,SI,B - II c,4959-3F,PUBLICO,Transporte Especial en Mototaxi,TUC VENCIDO,Empresa de Transportes Múltiples ISA & COM SRL.,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11170,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1526,230,JR. HORACIO URTEAGA C - 4,SI,NO,-,1517-EB,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11170,PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA LICENCIA DE CONDUCTOR O ESTE SE ENCUENTRE VENCIDO O CANCELADO O CUYA CATEGORÍA NO CORRESPONDE AL VEHÍCULO QUE CONDUCE,20220714,1526,230,JR. HORACIO URTEAGA C - 4,SI,NO,-,1517-EB,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11170,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1526,230,JR. HORACIO URTEAGA C - 4,SI,NO,-,1517-EB,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11170,PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA LICENCIA DE CONDUCTOR O ESTE SE ENCUENTRE VENCIDO O CANCELADO O CUYA CATEGORÍA NO CORRESPONDE AL VEHÍCULO QUE CONDUCE,20220714,1526,230,JR. HORACIO URTEAGA C - 4,SI,NO,-,1517-EB,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11173,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1647,230,JR. SAN SALVADOR 200,SI,SI,B - II c,7002-4F,PUBLICO,Transporte Especial en Mototaxi,TUC VENCIDO,Libertad EIRL.,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11173,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1647,230,JR. SAN SALVADOR 200,SI,SI,B - II c,7002-4F,PUBLICO,Transporte Especial en Mototaxi,TUC VENCIDO,Libertad EIRL.,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11171,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1730,230,JR. SAN SALVADOR C - 2,SI,SI,B - II c,7776-BA,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11171,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL SOAT O AFOCAT O ESTE NO SE ENCUENTRE VIGENTE,20220714,1730,230,JR. SAN SALVADOR C - 2,SI,SI,B - II c,7776-BA,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11171,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1730,230,JR. SAN SALVADOR C - 2,SI,SI,B - II c,7776-BA,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11171,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL SOAT O AFOCAT O ESTE NO SE ENCUENTRE VIGENTE,20220714,1730,230,JR. SAN SALVADOR C - 2,SI,SI,B - II c,7776-BA,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,14.6,SI,20220715,20220715,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11181,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1750,230,JR. SAN SALVADOR C - 2,SI,SI,B - II c,2008-5M,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,36.5,SI,20220715,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11181,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220714,1750,230,JR. SAN SALVADOR C - 2,SI,SI,B - II c,2008-5M,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220714,36.5,SI,20220715,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11185,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,645,230,JR. LAS CASUARINAS C - 4,SI,NO,-,6009-XA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes y Servicios Famedy EIRL.,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11185,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL SOAT O AFOCAT O ESTE NO SE ENCUENTRE VIGENTE,20220715,645,230,JR. LAS CASUARINAS C - 4,SI,NO,-,6009-XA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Empresa de Transportes y Servicios Famedy EIRL.,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11188,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,805,230,JR. MANUEL SEOANE C - 5,SI,SI,B - II c,7819-3S,PUBLICO,Transporte Especial en Mototaxi,TUC VENCIDO,Empresa de Transportes y Servicios Generales Regional SRL.,NO,-,-,NO,-,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11188,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL SOAT O AFOCAT O ESTE NO SE ENCUENTRE VIGENTE,20220715,805,230,JR. MANUEL SEOANE C - 5,SI,SI,B - II c,7819-3S,PUBLICO,Transporte Especial en Mototaxi,TUC VENCIDO,Empresa de Transportes y Servicios Generales Regional SRL.,NO,-,-,NO,-,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11188,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL CITV O ESTE NO SE ENCUENTRE VIGENTE,20220715,805,230,JR. MANUEL SEOANE C - 5,SI,SI,B - II c,7819-3S,PUBLICO,Transporte Especial en Mototaxi,TUC VENCIDO,Empresa de Transportes y Servicios Generales Regional SRL.,NO,-,-,NO,-,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11188,"POR OBSTACULIZAR O NO PERMITIR LAS ACCIONES DE CONTROL Y/O FISCALIZACIÓN, INCUMPLIENDO CON LAS INDICACIONES DEL INSPECTOR DE TRANSPORTE O AUTORIDAD ADMINISTRATIVA; O DARSE A LA FUGA O NEGARSE A DAR IDENTIFICACIÓN.",20220715,805,230,JR. MANUEL SEOANE C - 5,SI,SI,B - II c,7819-3S,PUBLICO,Transporte Especial en Mototaxi,TUC VENCIDO,Empresa de Transportes y Servicios Generales Regional SRL.,NO,-,-,NO,-,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11192,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,840,230,JR. CINCO ESQUINAS 1211,SI,SI,B - II c,M3-6399,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11183,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO, NO TENIENDO LOS CÓDIGOS ALFA NUMÉRICOS, LOS LOGOS Y ESCUDOS SEGÚN EXIGENCIAS DE LA MPC, (TAMAÑO COLOR Y FORMA)",20220715,842,138,VÍA DE EVITAMIENTO NORTE C - 3,SI,NO,-,1707-WA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Alejandro Salinas EIRL.,NO,-,-,SI,20220718,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11183,PAGO PARA LA DEVOLUCIÓN DE TUC,20220715,842,41.4,VÍA DE EVITAMIENTO NORTE C - 3,SI,NO,-,1707-WA,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,Alejandro Salinas EIRL.,NO,-,-,SI,20220718,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11186,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,900,230,JR. CINCO ESQUINAS C - 11,SI,SI,B - II c,0263-4D,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11186,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,900,230,JR. CINCO ESQUINAS C - 11,SI,SI,B - II c,0263-4D,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11184,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,900,230,VÍA DE EVITAMIENTO NORTE C - 13,SI,SI,B - II c,----,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11184,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL SOAT O AFOCAT O ESTE NO SE ENCUENTRE VIGENTE,20220715,900,230,VÍA DE EVITAMIENTO NORTE C - 13,SI,SI,B - II c,----,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11184,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,900,230,VÍA DE EVITAMIENTO NORTE C - 13,SI,SI,B - II c,----,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11184,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL SOAT O AFOCAT O ESTE NO SE ENCUENTRE VIGENTE,20220715,900,230,VÍA DE EVITAMIENTO NORTE C - 13,SI,SI,B - II c,----,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11182,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,901,230,AV. VÍA NORTE C - 3,SI,SI,B - II c,M8-9855,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,NO,-,-,SI,20220804,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11182,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,901,230,AV. VÍA NORTE C - 3,SI,SI,B - II c,M8-9855,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,NO,-,-,SI,20220804,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11189,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,1015,230,JR. SAN SALVADOR C - 2,SI,SI,B - II c,----,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11190,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,1030,230,JR. SAN SALVADOR C - 2,SI,SI,B - II c,B4-6667,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11190,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL SOAT O AFOCAT O ESTE NO SE ENCUENTRE VIGENTE,20220715,1030,230,JR. SAN SALVADOR C - 2,SI,SI,B - II c,B4-6667,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11190,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL CITV O ESTE NO SE ENCUENTRE VIGENTE,20220715,1030,230,JR. SAN SALVADOR C - 2,SI,SI,B - II c,B4-6667,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11196,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,1522,230,PLAZUELA BOLOGNESI,SI,NO,-,6445-IB,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11196,PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA LICENCIA DE CONDUCTOR O ESTE SE ENCUENTRE VENCIDO O CANCELADO O CUYA CATEGORÍA NO CORRESPONDE AL VEHÍCULO QUE CONDUCE,20220715,1522,230,PLAZUELA BOLOGNESI,SI,NO,-,6445-IB,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11196,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,1522,230,PLAZUELA BOLOGNESI,SI,NO,-,6445-IB,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11196,PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA LICENCIA DE CONDUCTOR O ESTE SE ENCUENTRE VENCIDO O CANCELADO O CUYA CATEGORÍA NO CORRESPONDE AL VEHÍCULO QUE CONDUCE,20220715,1522,230,PLAZUELA BOLOGNESI,SI,NO,-,6445-IB,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11198,"POR ABANDONAR VEHICULO, CARROCERIA, CHATARRA, CHASIS O SIMILARES EN LA VIA PUBLICA.",20220715,1617,2300,JR. MANUEL SEOANE C - 5,NO,NO,-,5812-CB,PUBLICO,Transporte Especial en Mototaxi,TUC VIGENTE,SIN EMPRESA,NO,-,-,NO,-,-,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11194,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,1620,230,JR. CINCO ESQUINAS 1107,SI,SI,B - II c,----,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11194,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL SOAT O AFOCAT O ESTE NO SE ENCUENTRE VIGENTE,20220715,1620,230,JR. CINCO ESQUINAS 1107,SI,SI,B - II c,----,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11194,"PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN HABER OBTENIDO LA TUC O ESTE SE ENCUENTRE SUSPENDIDO, VENCIDO O CANCELADO.",20220715,1620,230,JR. CINCO ESQUINAS 1107,SI,SI,B - II c,----,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,11194,CIRCULAR O PRESTAR EL SERVICIO DE TRANSPORTE PÚBLICO ESPECIAL SIN TENER EL SOAT O AFOCAT O ESTE NO SE ENCUENTRE VIGENTE,20220715,1620,230,JR. CINCO ESQUINAS 1107,SI,SI,B - II c,----,PUBLICO,Transporte Especial en Mototaxi,-,SIN EMPRESA,SI,20220715,29.2,SI,20220718,20220718,20230615
